,O3,NO,NO2,NOX,SO2,CO,PM10
70376,0.003,0.125,0.022,0.148,0.003,2.715,59.4
70377,0.004,0.151,0.027,0.178,0.004,4.18,72.6
70378,0.004,0.143,0.033,0.177,0.003,4.021,95.7
70379,0.005,0.109,0.046,0.156,0.003,3.275,138.2
70380,0.013,0.047,0.037,0.084,0.001,1.28,61.1
70381,0.031,0.014,0.026,0.04,0,0.794,45.3
70382,0.048,0.007,0.02,0.026,0,0.596,35.1
70383,0.052,0.005,0.009,0.013,0,0.363,17.2
70384,0.045,0.005,0.004,0.009,0,0.317,16
70385,0.038,0.005,0.006,0.01,0,0.217,27.8
70386,0.035,0.006,0.008,0.013,0,0.235,35.5
70387,0.014,0.01,0.025,0.035,0,0.628,68.6
70388,0.004,0.107,0.051,0.158,0.003,2.895,327.1
70389,0.004,0.215,0.061,0.277,0.007,4.841,380.5
70390,0.003,0.126,0.04,0.167,0.004,3.114,314.5
70391,0.003,0.152,0.046,0.198,0.005,3,228.5
70392,0.004,0.165,0.041,0.206,0.005,3.594,249.1
70393,0.004,0.13,0.035,0.165,0.004,3.18,276.9
70394,0.003,0.138,0.034,0.172,0.004,2.953,213.4
70395,0.003,0.15,0.035,0.185,0.004,2.97,204.2
70396,0.003,0.151,0.034,0.185,0.004,2.625,173.7
70397,0.003,0.113,0.027,0.14,0.003,1.948,122.2
70398,0.003,0.17,0.036,0.207,0.004,2.522,162.5
70399,0.003,0.252,0.05,0.303,0.007,2.696,134.2
70400,0.003,0.26,0.05,0.311,0.007,3.183,152.9
70401,0.004,0.187,0.041,0.228,0.005,2.275,131.8
70402,0.01,0.035,0.014,0.049,0,0.368,29.1
70403,0.017,0.013,0.011,0.024,0,0.266,45.2
70404,0.029,0.007,0.006,0.012,0,0.149,38.6
70405,0.041,0.005,0.003,0.008,0.001,0.176,33.8
70406,0.049,0.005,0.003,0.008,0.001,0.212,39.4
70407,0.056,0.005,0.003,0.007,0,0.188,40.1
70408,0.067,0.005,0.006,0.01,0,0.265,70.7
70409,0.082,0.004,0.01,0.014,0,0.401,61.9
70410,0.057,0.004,0.007,0.011,0,0.265,43.6
70411,0.021,0.006,0.021,0.026,0,0.46,96.1
70412,0.005,0.025,0.037,0.062,0.001,1.01,112.9
70413,0.003,0.055,0.042,0.097,0.002,1.552,153.8
70414,0.004,0.058,0.039,0.097,0.002,2.133,242
70415,0.004,0.095,0.041,0.136,0.003,3.06,268.6
70416,0.004,0.165,0.049,0.215,0.006,3.817,302.2
70417,0.003,0.126,0.038,0.164,0.004,2.722,250.9
70418,0.004,0.107,0.035,0.143,0.003,2.561,209.2
70419,0.004,0.08,0.029,0.109,0.002,2.298,172.3
70420,0.003,0.066,0.027,0.093,0.002,1.591,106.5
70421,0.003,0.077,0.025,0.102,0.002,1.836,135.1
70422,0.003,0.115,0.032,0.147,0.003,2.001,149
70423,0.003,0.206,0.045,0.252,0.005,2.307,145.5
70424,0.004,0.197,0.042,0.24,0.005,3.257,194.3
70425,0.004,0.089,0.026,0.116,0.002,1.18,89.4
70426,0.014,0.021,0.013,0.033,0,0.319,41.2
70427,0.025,0.008,0.008,0.015,0,0.18,47.6
70428,0.036,0.005,0.003,0.008,0,0.073,34.8
70429,0.045,0.005,0.001,0.005,0,0.073,37.9
70430,0.047,0.004,0.001,0.004,0,0.079,23.3
70431,0.047,0.004,0.006,0.003,0.001,0.066,24.3
70432,0.049,0.004,0.001,0.003,0.001,0.072,25.2
70433,0.049,0.004,0.001,0.004,0,0.083,27.6
70434,0.043,0.005,0.003,0.007,0,0.111,53
70435,0.024,0.006,0.017,0.023,0,0.444,122.2
70436,0.004,0.028,0.039,0.067,0.001,1.215,220.1
70437,0.004,0.056,0.043,0.099,0.003,2.774,349
70438,0.003,0.033,0.037,0.07,0.001,1.306,155
70439,0.004,0.019,0.032,0.05,0,0.757,102.9
70440,0.008,0.008,0.024,0.032,0,0.372,56.4
70441,0.007,0.008,0.021,0.029,0,0.529,62.7
70442,0.013,0.005,0.014,0.018,0.002,0.312,25.6
70443,0.015,0.004,0.012,0.016,0.001,0.298,21.7
70444,0.014,0.005,0.011,0.015,0.002,0.303,21.4
70445,0.01,0.005,0.013,0.018,0,0.309,21.4
70446,0.007,0.006,0.015,0.021,0,0.324,23.5
70447,0.005,0.01,0.018,0.028,0.001,0.428,36.1
70448,0.005,0.014,0.02,0.034,0,0.527,40.3
70449,0.009,0.017,0.018,0.035,0,0.527,52
70450,0.019,0.01,0.011,0.021,0,0.381,50
70451,0.033,0.006,0.004,0.009,0,0.254,37.8
70452,0.04,0.006,0.002,0.007,0,0.234,42.9
70453,0.044,0.006,0.003,0.009,0,0.298,55
70454,0.051,0.006,0.005,0.01,0,0.323,66
70455,0.058,0.006,0.005,0.01,0,0.373,77
70456,0.069,0.005,0.006,0.011,0,0.487,82
70457,0.073,0.005,0.007,0.011,0,0.532,95
70458,0.067,0.004,0.011,0.015,0,0.512,110
70459,0.016,0.007,0.025,0.032,0,0.729,126
70460,0.004,0.027,0.036,0.063,0,1.25,134
70461,0.004,0.03,0.037,0.067,0.001,1.157,145
70462,0.004,0.062,0.042,0.103,0.001,2.328,187
70463,0.003,0.048,0.036,0.083,0.002,1.872,261.8
70464,0.003,0.039,0.034,0.073,0.001,1.616,151.3
70465,0.003,0.053,0.035,0.088,0.001,1.485,122.5
70466,0.003,0.087,0.036,0.123,0.002,1.673,136.9
70467,0.003,0.075,0.033,0.107,0.002,1.929,147.5
70468,0.004,0.072,0.032,0.104,0.002,2.293,190.9
70469,0.003,0.07,0.03,0.1,0.002,2.33,153.6
70470,0.004,0.081,0.03,0.111,0.002,2.499,117.8
70471,0.003,0.12,0.035,0.155,0.003,2.581,127.1
70472,0.004,0.214,0.047,0.262,0.006,4.544,254
70473,0.003,0.182,0.045,0.228,0.006,3.17,190.7
70474,0.005,0.136,0.058,0.194,0.005,3.506,236.3
70475,0.016,0.051,0.046,0.097,0.003,1.816,144.2
70476,0.038,0.012,0.024,0.035,0.001,0.615,73.3
70477,0.047,0.006,0.011,0.016,0,0.348,57.8
70478,0.052,0.005,0.002,0.006,0,0.205,38.7
70479,0.057,0.004,0.002,0.006,0,0.222,38.2
70480,0.058,0.005,0.003,0.008,0,0.285,43.8
70481,0.063,0.004,0.004,0.006,0,0.248,39
70482,0.057,0.004,0.005,0.009,0,0.43,57.3
70483,0.039,0.005,0.015,0.02,0,0.851,113.4
70484,0.021,0.009,0.026,0.034,0,1.649,159.4
70485,0.004,0.068,0.051,0.119,0.002,2.499,299.8
70486,0.003,0.176,0.068,0.244,0.007,3.648,354.8
70487,0.004,0.134,0.054,0.189,0.005,3.854,328.3
70488,0.003,0.072,0.039,0.111,0.003,2.926,253.3
70489,0.003,0.09,0.042,0.132,0.003,2.504,222
70490,0.003,0.057,0.037,0.094,0.002,1.558,174.3
70491,0.003,0.087,0.039,0.127,0.003,1.924,201.5
70492,0.003,0.096,0.037,0.133,0.003,2.075,192
70493,0.003,0.111,0.042,0.153,0.004,1.85,149.6
70494,0.004,0.106,0.032,0.138,0.003,3.071,184.7
70495,0.003,0.081,0.031,0.112,0.002,1.49,101.1
70496,0.003,0.088,0.032,0.12,0.003,1.983,116.2
70497,0.005,0.036,0.022,0.057,0.001,0.622,49.5
70498,0.015,0.015,0.013,0.028,0,0.362,58.1
70499,0.027,0.007,0.006,0.012,0,0.177,53
70500,0.037,0.005,0.003,0.008,0.001,0.098,35.1
70501,0.045,0.005,0.002,0.007,0.002,0.095,37.9
70502,0.053,0.005,0.004,0.009,0.002,0.135,60.5
70503,0.066,0.005,0.004,0.008,0.002,0.115,66.5
70504,0.07,0.004,0.002,0.006,0.001,0.114,54.5
70505,0.067,0.004,0.003,0.007,0,0.131,62.6
70506,0.065,0.004,0.005,0.008,0,0.164,66.3
70507,0.021,0.013,0.038,0.051,0.001,0.954,135.4
70508,0.004,0.053,0.068,0.121,0.013,2.478,520
70509,0.004,0.064,0.072,0.137,0.004,3.153,540.1
70510,0.004,0.038,0.06,0.097,0.003,3.054,330.5
70511,0.005,0.075,0.062,0.137,0.004,4.56,417.6
70512,0.004,0.065,0.057,0.121,0.003,3.655,287.2
70513,0.004,0.053,0.05,0.103,0.002,2.966,225.4
70514,0.003,0.056,0.044,0.1,0.002,2.986,216.9
70515,0.003,0.039,0.041,0.08,0.001,2.179,116.4
70516,0.003,0.056,0.038,0.095,0.002,3.288,203.4
70517,0.003,0.045,0.036,0.082,0.002,2.601,147.6
70518,0.003,0.055,0.032,0.087,0.002,2.932,144.3
70519,0.004,0.074,0.033,0.107,0.003,3.616,199.9
70520,0.003,0.1,0.037,0.138,0.004,3.733,187
70521,0.003,0.064,0.033,0.097,0.003,1.866,110.5
70522,0.01,0.028,0.034,0.062,0.001,1.172,72.8
70523,0.031,0.012,0.02,0.032,0.001,0.551,74.4
70524,0.048,0.004,0.007,0.011,0,0.284,46.9
70525,0.055,0.004,0.006,0.01,0,0.336,57.7
70526,0.065,0.004,0.005,0.008,0,0.262,56.9
70527,0.065,0.004,0.004,0.008,0.001,0.533,44.4
70528,0.065,0.004,0.002,0.006,0.001,0.211,43.2
70529,0.064,0.004,0.004,0.008,0.001,0.29,50.5
70530,0.063,0.004,0.003,0.006,0.001,0.266,47.3
70531,0.044,0.005,0.014,0.018,0.001,0.932,102.2
70532,0.009,0.025,0.045,0.07,0.002,2.488,199.3
70533,0.004,0.038,0.051,0.089,0.002,2.679,269.8
70534,0.004,0.099,0.058,0.158,0.004,3.791,336
70535,0.004,0.104,0.051,0.155,0.004,4.813,412.1
70536,0.003,0.1,0.049,0.15,0.004,3.869,320.5
70537,0.003,0.103,0.047,0.15,0.004,3.119,252.3
70538,0.003,0.078,0.041,0.119,0.003,2.6,210.1
70539,0.003,0.062,0.038,0.1,0.002,2.341,174.7
70540,0.003,0.067,0.031,0.098,0.002,2.606,177.3
70541,0.003,0.055,0.03,0.085,0.002,2.016,129.2
70542,0.003,0.055,0.031,0.087,0.002,2.895,138.9
70543,0.003,0.067,0.035,0.102,0.002,2.095,129.4
70544,0.004,0.139,0.043,0.182,0.004,4.054,210.3
70545,0.003,0.146,0.043,0.189,0.005,4.266,296.6
70546,0.008,0.065,0.034,0.099,0.003,1.454,125.3
70547,0.023,0.014,0.023,0.037,0.001,0.733,84.2
70548,0.042,0.008,0.019,0.026,0.001,0.601,93.2
70549,0.055,0.006,0.015,0.021,0.001,0.424,85.2
70550,0.061,0.004,0.007,0.011,0.001,0.523,55.1
70551,0.063,0.004,0.005,0.009,0,0.474,60.5
70552,0.063,0.004,0.004,0.008,0,0.253,63.8
70553,0.05,0.004,0.004,0.008,0,0.206,76.1
70554,0.035,0.005,0.008,0.012,0,0.245,103.9
70555,0.016,0.006,0.02,0.026,0,0.495,107.9
70556,0.004,0.025,0.038,0.063,0.001,1.177,166.9
70557,0.006,0.031,0.037,0.068,0.001,1.446,232.8
70558,0.005,0.018,0.039,0.057,0.001,1.082,151.9
70559,0.008,0.009,0.032,0.041,0.001,0.805,98.8
70560,0.011,0.006,0.026,0.031,0,0.691,94
70561,0.004,0.008,0.029,0.037,0,0.647,70.1
70562,0.01,0.007,0.022,0.028,0,0.531,52.3
70563,0.004,0.011,0.026,0.037,0,0.711,57.7
70564,0.003,0.029,0.027,0.056,0.001,1.308,94.2
70565,0.003,0.043,0.027,0.07,0.001,1.51,114.5
70566,0.004,0.053,0.025,0.078,0.001,2.253,104.2
70567,0.003,0.075,0.027,0.102,0.002,2.561,134.7
70568,0.003,0.116,0.034,0.15,0.003,3.514,210.1
70569,0.004,0.156,0.046,0.203,0.004,4.145,300.1
70570,0.006,0.1,0.047,0.147,0.003,2.337,189.3
70571,0.019,0.033,0.037,0.07,0.001,1.157,95.6
70572,0.039,0.008,0.018,0.026,0.001,0.532,85.6
70573,0.048,0.005,0.005,0.009,0,0.236,42.2
70574,0.055,0.004,0.002,0.006,0,0.195,43.4
70575,0.06,0.004,0.004,0.008,0,0.351,53.7
70576,0.06,0.004,0.002,0.006,0,0.254,39.4
70577,0.059,0.004,0.003,0.007,0,0.272,43.7
70578,0.061,0.005,0.007,0.011,0,0.537,77
70579,0.046,0.005,0.021,0.026,0.001,1.06,199.1
70580,0.014,0.009,0.046,0.054,0.001,1.944,260.7
70581,0.004,0.1,0.073,0.173,0.005,2.834,353
70582,0.004,0.089,0.062,0.15,0.004,2.436,343.4
70583,0.013,0.015,0.038,0.052,0.001,0.899,149.1
70584,0.014,0.006,0.024,0.029,0,0.518,63.5
70585,0.015,0.005,0.018,0.022,0,0.414,42.4
70586,0.019,0.004,0.011,0.015,0,0.325,32.8
70587,0.016,0.004,0.011,0.015,0,0.328,30.7
70588,0.01,0.005,0.015,0.019,0,0.385,33.2
70589,0.01,0.005,0.014,0.019,0,0.321,23.5
70590,0.008,0.006,0.017,0.022,0,0.397,27.6
70591,0.003,0.019,0.024,0.042,0,0.539,44.3
70592,0.004,0.041,0.028,0.069,0,0.91,70
70593,0.012,0.022,0.019,0.04,0,0.627,80.4
70594,0.022,0.011,0.012,0.022,0,0.455,65.7
70595,0.031,0.007,0.008,0.015,0,0.442,73.2
70596,0.042,0.006,0.006,0.012,0.001,0.414,72
70597,0.052,0.005,0.003,0.008,0.002,0.273,71.9
70598,0.06,0.005,0.005,0.01,0.002,0.387,78.4
70599,0.073,0.005,0.006,0.011,0.001,0.376,81.2
70600,0.081,0.005,0.004,0.008,0.001,0.412,89.8
70601,0.079,0.004,0.002,0.006,0,0.3,70.1
70602,0.075,0.004,0.004,0.008,0,0.354,77.7
70603,0.048,0.006,0.021,0.026,0.001,1.118,166.6
70604,0.009,0.024,0.05,0.074,0.002,2.555,354.8
70605,0.003,0.079,0.063,0.142,0.004,2.628,265.7
70606,0.004,0.068,0.054,0.121,0.004,4.218,509.2
70607,0.003,0.056,0.049,0.105,0.003,3.046,335.9
70608,0.007,0.041,0.045,0.086,0.003,1.215,114
70609,0.012,0.009,0.033,0.042,0.001,0.852,87.1
70610,0.004,0.032,0.038,0.071,0.001,1.063,102.8
70611,0.007,0.019,0.03,0.049,0.001,1.034,92.9
70612,0.011,0.027,0.027,0.054,0.002,1.722,154
70613,0.003,0.05,0.033,0.084,0.002,1.501,126.6
70614,0.004,0.064,0.033,0.097,0.002,2.198,140.5
70615,0.003,0.071,0.032,0.103,0.002,1.922,135.9
70616,0.004,0.123,0.037,0.16,0.004,3.563,232.2
70617,0.003,0.132,0.046,0.179,0.004,3.306,250.6
70618,0.005,0.106,0.056,0.162,0.004,2.803,261.5
70619,0.013,0.055,0.061,0.117,0.004,2.031,201.1
70620,0.03,0.023,0.053,0.076,0.003,1.28,135.8
70621,0.053,0.007,0.021,0.028,0.002,0.53,83.7
70622,0.059,0.005,0.008,0.013,0.001,0.394,61.7
70623,0.06,0.004,0.004,0.008,0,0.322,64.1
70624,0.048,0.005,0.002,0.006,0,0.28,66.8
70625,0.041,0.004,0.001,0.005,0,0.258,47.8
70626,0.033,0.005,0.004,0.008,0,0.321,66.8
70627,0.012,0.013,0.021,0.034,0,0.816,148.8
70628,0.003,0.039,0.036,0.075,0.002,1.594,271.1
70629,0.004,0.028,0.034,0.062,0.002,1.525,173.7
70630,0.005,0.019,0.03,0.048,0.001,1.241,152.7
70631,0.004,0.018,0.027,0.045,0.001,1.542,158.3
70632,0.004,0.015,0.026,0.042,0.001,0.892,96.4
70633,0.008,0.007,0.019,0.025,0,0.45,45.7
70634,0.017,0.005,0.009,0.013,0,0.336,27
70635,0.019,0.004,0.007,0.01,0,0.318,24.8
70636,0.017,0.004,0.006,0.009,0,0.369,26.1
70637,0.005,0.012,0.016,0.027,0,0.614,37.9
70638,0.003,0.04,0.023,0.062,0.001,1.603,54.9
70639,0.003,0.053,0.024,0.077,0.001,1.254,76.4
70640,0.003,0.053,0.024,0.077,0.001,1.556,88
70641,0.004,0.097,0.036,0.133,0.003,3.662,221.5
70642,0.009,0.044,0.026,0.07,0.001,1.299,150.1
70643,0.026,0.009,0.008,0.017,0,0.49,145
70644,0.035,0.006,0.007,0.013,0,0.487,123
70645,0.048,0.005,0.007,0.012,0,0.483,91
70646,0.059,0.004,0.003,0.007,0.001,0.359,62.5
70647,0.065,0.004,0.002,0.006,0.001,0.368,70.4
70648,0.067,0.005,0.004,0.009,0.001,0.448,64.3
70649,0.072,0.005,0.004,0.008,0.001,0.496,66.5
70650,0.07,0.004,0.005,0.008,0.001,0.51,72.3
70651,0.052,0.005,0.019,0.023,0.001,0.978,215.2
70652,0.008,0.034,0.06,0.094,0.002,3.01,415.9
70653,0.004,0.045,0.061,0.106,0.002,2.875,403.2
70654,0.003,0.065,0.057,0.122,0.003,3.347,347
70655,0.003,0.1,0.059,0.159,0.004,3.967,360.7
70656,0.003,0.114,0.059,0.173,0.004,3.752,330.1
70657,0.003,0.08,0.049,0.129,0.003,2.428,259.2
70658,0.007,0.02,0.03,0.05,0.001,0.889,86.5
70659,0.005,0.014,0.029,0.043,0.001,1.213,104.7
70660,0.003,0.03,0.028,0.059,0.001,1.914,149.8
70661,0.003,0.043,0.031,0.074,0.002,2.192,171.3
70662,0.004,0.055,0.033,0.088,0.002,2.608,173.7
70663,0.003,0.074,0.034,0.109,0.002,3.099,168
70664,0.003,0.098,0.04,0.138,0.003,2.638,157.9
70665,0.004,0.117,0.041,0.158,0.003,2.687,201.6
70666,0.013,0.023,0.022,0.045,0.001,0.692,85.3
70667,0.027,0.008,0.013,0.02,0,0.425,83.3
70668,0.051,0.006,0.01,0.016,0,0.392,68.8
70669,0.063,0.005,0.01,0.014,0,0.408,81.6
70670,0.074,0.005,0.007,0.011,0,0.511,75.1
70671,0.089,0.004,0.01,0.014,0.001,0.466,97.9
70672,0.093,0.004,0.013,0.017,0.001,0.494,103
70673,0.091,0.004,0.014,0.018,0,0.713,108.1
70674,0.063,0.005,0.022,0.027,0.001,1.219,215.5
70675,0.048,0.005,0.02,0.025,0,0.844,199.7
70676,0.032,0.005,0.03,0.034,0,1.015,132.9
70677,0.026,0.005,0.026,0.031,0,0.746,104.2
70678,0.024,0.005,0.021,0.026,0,0.768,113.5
70679,0.015,0.006,0.022,0.028,0,0.842,107.4
70680,0.009,0.007,0.027,0.033,0,0.708,77
70681,0.012,0.006,0.021,0.026,0,0.723,52.2
70682,0.009,0.006,0.022,0.027,0,0.659,46.6
70683,0.009,0.012,0.02,0.032,0,1,46.4
70684,0.003,0.026,0.024,0.05,0,1.401,76.9
70685,0.003,0.041,0.023,0.064,0.001,2.059,111.8
70686,0.003,0.054,0.023,0.077,0.001,1.996,83.1
70687,0.004,0.071,0.024,0.095,0.002,3.988,162.4
70688,0.003,0.081,0.023,0.105,0.002,4.327,191.2
70689,0.004,0.117,0.04,0.157,0.003,4.695,184.1
70690,0.008,0.052,0.042,0.094,0.001,2.628,162.3
70691,0.025,0.016,0.027,0.043,0,1.232,82.9
70692,0.046,0.005,0.01,0.015,0,0.543,54.2
70693,0.059,0.005,0.011,0.016,0.001,0.527,69
70694,0.069,0.005,0.009,0.013,0,0.6,74.8
70695,0.056,0.004,0.003,0.007,0,0.355,40.3
70696,0.053,0.004,0.002,0.005,0,0.308,78.3
70697,0.049,0.004,0.001,0.004,0,0.271,45.9
70698,0.049,0.004,0.001,0.004,0,0.252,45.2
70699,0.04,0.004,0.009,0.013,0,0.46,71.4
70700,0.028,0.004,0.017,0.021,0,0.676,83.6
70701,0.031,0.004,0.018,0.022,0,0.657,80.8
70702,0.018,0.005,0.025,0.03,0,0.882,97.1
70703,0.019,0.006,0.023,0.028,0,1.062,96.4
70704,0.024,0.005,0.013,0.018,0,0.538,55
70705,0.021,0.004,0.014,0.018,0,0.533,44
70706,0.015,0.005,0.018,0.023,0,0.529,39.4
70707,0.026,0.004,0.009,0.013,0,0.382,28.6
70708,0.008,0.012,0.022,0.033,0,0.577,33.6
70709,0.003,0.022,0.024,0.046,0,1.145,63.2
70710,0.003,0.034,0.023,0.057,0,1.28,72.1
70711,0.005,0.059,0.027,0.086,0.001,3.161,145.1
70712,0.003,0.108,0.032,0.14,0.003,3.848,156.7
70713,0.004,0.099,0.038,0.137,0.002,3.709,205.7
70714,0.009,0.06,0.038,0.098,0.002,2.01,160.7
70715,0.025,0.016,0.023,0.039,0.001,0.9,90.7
70716,0.044,0.006,0.01,0.015,0.001,0.453,63.1
70717,0.062,0.005,0.005,0.01,0.001,0.385,67.6
70718,0.07,0.005,0.005,0.01,0,0.361,80.8
70719,0.068,0.005,0.003,0.007,0,0.314,75.5
70720,0.063,0.004,0.001,0.005,0,0.289,73.9
70721,0.061,0.004,0.002,0.006,0,0.361,82.6
70722,0.056,0.005,0.005,0.009,0,0.399,100.1
70723,0.031,0.006,0.02,0.026,0,0.818,159.8
70724,0.007,0.012,0.038,0.05,0,1.207,197.1
70725,0.005,0.021,0.037,0.058,0.001,1.334,214.7
70726,0.004,0.029,0.036,0.064,0.001,1.161,143.1
70727,0.006,0.019,0.029,0.048,0.001,1.623,181.9
70728,0.015,0.008,0.017,0.024,0,0.56,75
70729,0.019,0.009,0.013,0.022,0,0.557,50.7
70730,0.004,0.022,0.024,0.046,0,0.842,86.1
70731,0.004,0.028,0.025,0.053,0,1.12,87.7
70732,0.003,0.03,0.024,0.055,0,1.236,93.8
70733,0.003,0.066,0.027,0.093,0.002,1.683,124.1
70734,0.004,0.08,0.027,0.107,0.002,2.417,149
70735,0.004,0.09,0.027,0.117,0.002,2.503,141.1
70736,0.004,0.104,0.029,0.133,0.002,2.823,154.5
70737,0.006,0.155,0.047,0.203,0.005,6.187,487.3
70738,0.006,0.072,0.039,0.111,0.004,1.741,177.6
70739,0.022,0.021,0.024,0.044,0.002,0.712,62.1
70740,0.043,0.006,0.009,0.015,0.001,0.314,51.9
70741,0.044,0.005,0.004,0.009,0,0.266,69.6
70742,0.044,0.005,0.002,0.007,0,0.19,110.4
70743,0.04,0.007,0.004,0.01,0,0.204,135
70744,0.035,0.005,0.001,0.005,0,0.175,160.2
70745,0.035,0.005,0.001,0.004,0,0.242,120.1
70746,0.028,0.005,0.005,0.01,0,0.238,89.5
70747,0.023,0.006,0.008,0.013,0,0.521,135.3
70748,0.007,0.014,0.022,0.035,0,0.797,177.6
70749,0.006,0.014,0.022,0.035,0,0.915,100.3
70750,0.007,0.013,0.02,0.033,0,0.688,96.4
70751,0.008,0.008,0.015,0.023,0,0.565,82.2
70752,0.005,0.013,0.018,0.031,0,0.706,81.8
70753,0.004,0.014,0.019,0.033,0,0.568,77.2
70754,0.004,0.017,0.019,0.036,0,0.65,64.4
70755,0.004,0.013,0.019,0.032,0,0.52,34.8
70756,0.008,0.009,0.013,0.021,0,0.735,45.7
70757,0.007,0.016,0.013,0.029,0,0.589,50.6
70758,0.003,0.033,0.02,0.052,0,0.971,82
70759,0.003,0.062,0.024,0.086,0.001,1.431,111
70760,0.004,0.1,0.027,0.127,0.002,2.385,134.3
70761,0.004,0.108,0.035,0.143,0.003,3.63,298.2
70762,0.008,0.058,0.037,0.095,0.002,1.469,112.1
70763,0.015,0.045,0.046,0.091,0.002,1.508,136.1
70764,0.034,0.013,0.027,0.039,0.001,0.878,116
70765,0.033,0.013,0.027,0.039,0.001,0.679,88
70766,0.035,0.006,0.001,0.005,0,0.254,64.3
70767,0.036,0.005,0.003,0.002,0,0.193,82.1
70768,0.036,0.005,0.003,0.002,0,0.162,115.5
70769,0.035,0.006,0.003,0.003,0,0.145,112.4
70770,0.033,0.006,0.003,0.003,0,0.172,125.7
70771,0.029,0.006,0.004,0.009,0,0.315,112.2
70772,0.016,0.008,0.014,0.021,0,0.688,168.9
70773,0.019,0.006,0.008,0.013,0,0.461,137.4
70774,0.014,0.006,0.01,0.015,0,0.495,110
70775,0.018,0.006,0.005,0.011,0,0.366,73.8
70776,0.017,0.005,0.006,0.011,0,0.655,143
70777,0.013,0.006,0.008,0.013,0,0.481,56.3
70778,0.004,0.013,0.016,0.029,0,0.551,50.1
70779,0.003,0.041,0.019,0.06,0,0.984,83.8
70780,0.005,0.046,0.015,0.061,0,2.211,133.2
70781,0.004,0.076,0.02,0.096,0.001,1.786,115.7
70782,0.004,0.098,0.024,0.122,0.001,2.594,144.8
70783,0.003,0.103,0.024,0.127,0.001,1.88,116.2
70784,0.006,0.133,0.027,0.16,0.003,4.433,322.1
70785,0.004,0.1,0.03,0.13,0.002,3.434,294.6
70786,0.008,0.05,0.026,0.076,0.001,1.515,142.8
70787,0.023,0.012,0.009,0.02,0,0.516,71
70788,0.031,0.007,0.003,0.01,0,0.309,50.2
70789,0.035,0.007,0.002,0.008,0,0.253,36.2
70790,0.05,0.006,0.002,0.007,0,1.129,63.3
70791,0.064,0.005,0.002,0.006,0,0.369,70.1
70792,0.067,0.005,0.001,0.005,0,0.339,75.9
70793,0.065,0.004,0.001,0.005,0,0.338,81.9
70794,0.064,0.005,0.003,0.006,0,0.302,73.2
70795,0.042,0.005,0.014,0.019,0,0.633,163.7
70796,0.01,0.011,0.03,0.041,0,0.896,142.6
70797,0.004,0.042,0.036,0.079,0.001,1.962,195.3
70798,0.004,0.062,0.036,0.098,0.002,2.695,323.8
70799,0.003,0.047,0.03,0.077,0.001,2.131,275.2
70800,0.007,0.011,0.015,0.025,0,0.55,71.2
70801,0.013,0.005,0.009,0.013,0,0.368,38.2
70802,0.011,0.013,0.013,0.025,0,0.385,38.9
70803,0.003,0.022,0.02,0.041,0,0.519,44.5
70804,0.004,0.034,0.018,0.052,0,1.048,71.2
70805,0.004,0.033,0.018,0.051,0,1.317,110.3
70806,0.004,0.029,0.019,0.048,0.001,1.226,77.8
70807,0.005,0.078,0.022,0.099,0.001,2.94,181.4
70808,0.004,0.139,0.032,0.171,0.004,5.629,298.3
70809,0.003,0.178,0.045,0.224,0.005,3.651,275.8
70810,0.006,0.105,0.046,0.151,0.004,2.429,208.2
70811,0.02,0.02,0.023,0.043,0.001,1.092,113.2
70812,0.037,0.012,0.021,0.034,0,0.875,113.5
70813,0.049,0.011,0.02,0.03,0.001,0.775,127.9
70814,0.052,0.006,0.003,0.009,0,1.134,63.5
70815,0.056,0.006,0.001,0.006,0,0.314,52.9
70816,0.049,0.005,0.002,0.003,0,0.255,72.7
70817,0.045,0.005,0.002,0.003,0,0.206,71
70818,0.036,0.006,0.003,0.008,0,0.243,82.7
70819,0.021,0.008,0.015,0.022,0,0.461,126.9
70820,0.009,0.01,0.025,0.035,0,0.856,114.4
70821,0.007,0.014,0.025,0.038,0,0.843,102.8
70822,0.004,0.029,0.027,0.056,0,1.037,154.5
70823,0.003,0.021,0.024,0.045,0.001,0.997,133.8
70824,0.004,0.022,0.021,0.043,0,1.344,139.3
70825,0.004,0.018,0.021,0.039,0,0.963,87.7
70826,0.004,0.015,0.018,0.033,0,0.689,56.2
70827,0.003,0.044,0.02,0.064,0,1.043,78.2
70828,0.004,0.052,0.019,0.072,0,1.53,119.1
70829,0.004,0.057,0.019,0.076,0.001,1.788,125.4
70830,0.003,0.07,0.022,0.092,0.001,2.015,124.6
70831,0.003,0.152,0.034,0.186,0.003,2.465,144.5
70832,0.004,0.121,0.025,0.147,0.002,2.948,199.7
70833,0.004,0.187,0.045,0.232,0.005,3.87,279.2
70834,0.005,0.088,0.047,0.135,0.006,3.124,294.1
70835,0.012,0.041,0.038,0.08,0.005,1.479,183.3
70836,0.033,0.013,0.019,0.031,0.001,1.038,127.4
70837,0.043,0.008,0.009,0.016,0,0.805,95.1
70838,0.042,0.007,0.003,0.009,0,0.377,60.7
70839,0.04,0.007,0.003,0.008,0,0.33,81.6
70840,0.046,0.005,0.001,0.004,0,0.314,73.1
70841,0.042,0.006,0.001,0.005,0,0.327,70.9
70842,0.038,0.006,0.002,0.006,0,0.35,134.8
70843,0.016,0.009,0.018,0.027,0,0.653,123
